"title","authors","pub_year","journal","abb","cit_tot","year","citation","tot","field","age","decade"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1989,22,291,"Other",27,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1990,11,302,"Other",28,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1991,15,317,"Other",29,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1992,13,330,"Other",30,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1993,13,343,"Other",31,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1994,6,349,"Other",32,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1995,16,365,"Other",33,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1996,16,381,"Other",34,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1997,17,398,"Other",35,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1998,17,415,"Other",36,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,1999,8,423,"Other",37,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,2000,16,439,"Other",38,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,2001,15,454,"Other",39,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,2002,13,467,"Other",40,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,2003,13,480,"Other",41,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,2004,15,495,"Other",42,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,2005,23,518,"Other",43,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,2006,23,541,"Other",44,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,2007,29,570,"Other",45,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,2008,29,599,"Other",46,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,2009,33,632,"Other",47,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,2010,42,674,"Other",48,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,2011,36,710,"Other",49,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,2012,42,752,"Other",50,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,2013,37,789,"Other",51,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,2014,42,831,"Other",52,"1960s"
"Two Faces of Power","Bachrach and Baratz",1962,"American Political Science Review","APSR",862,2015,29,860,"Other",53,"1960s"
"The Governance of Global Value Chains","Gereffi et al.",2005,"Review of International Political Economy","RIPE",737,2004,0,0,"Other",0,"2000s"
"The Governance of Global Value Chains","Gereffi et al.",2005,"Review of International Political Economy","RIPE",737,2005,5,5,"Other",0,"2000s"
"The Governance of Global Value Chains","Gereffi et al.",2005,"Review of International Political Economy","RIPE",737,2006,21,26,"Other",1,"2000s"
"The Governance of Global Value Chains","Gereffi et al.",2005,"Review of International Political Economy","RIPE",737,2007,30,56,"Other",2,"2000s"
"The Governance of Global Value Chains","Gereffi et al.",2005,"Review of International Political Economy","RIPE",737,2008,58,114,"Other",3,"2000s"
"The Governance of Global Value Chains","Gereffi et al.",2005,"Review of International Political Economy","RIPE",737,2009,66,180,"Other",4,"2000s"
"The Governance of Global Value Chains","Gereffi et al.",2005,"Review of International Political Economy","RIPE",737,2010,85,265,"Other",5,"2000s"
"The Governance of Global Value Chains","Gereffi et al.",2005,"Review of International Political Economy","RIPE",737,2011,83,348,"Other",6,"2000s"
"The Governance of Global Value Chains","Gereffi et al.",2005,"Review of International Political Economy","RIPE",737,2012,85,433,"Other",7,"2000s"
"The Governance of Global Value Chains","Gereffi et al.",2005,"Review of International Political Economy","RIPE",737,2013,115,548,"Other",8,"2000s"
"The Governance of Global Value Chains","Gereffi et al.",2005,"Review of International Political Economy","RIPE",737,2014,111,659,"Other",9,"2000s"
"The Governance of Global Value Chains","Gereffi et al.",2005,"Review of International Political Economy","RIPE",737,2015,75,734,"Other",10,"2000s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1960,0,0,"Other",0,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1961,2,2,"Other",1,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1962,2,4,"Other",2,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1963,2,6,"Other",3,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1964,7,13,"Other",4,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1965,3,16,"Other",5,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1966,7,23,"Other",6,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1967,8,31,"Other",7,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1968,7,38,"Other",8,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1969,13,51,"Other",9,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1970,6,57,"Other",10,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1971,11,68,"Other",11,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1972,11,79,"Other",12,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1973,5,84,"Other",13,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1974,14,98,"Other",14,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1975,13,111,"Other",15,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1976,11,122,"Other",16,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1977,6,128,"Other",17,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1978,10,138,"Other",18,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1979,11,149,"Other",19,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1980,7,156,"Other",20,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1981,5,161,"Other",21,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1982,10,171,"Other",22,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1983,13,184,"Other",23,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1984,17,201,"Other",24,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1985,11,212,"Other",25,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1986,15,227,"Other",26,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1987,12,239,"Other",27,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1988,17,256,"Other",28,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1989,18,274,"Other",29,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1990,22,296,"Other",30,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1991,18,314,"Other",31,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1992,16,330,"Other",32,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1993,10,340,"Other",33,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1994,14,354,"Other",34,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1995,16,370,"Other",35,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1996,23,393,"Other",36,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1997,16,409,"Other",37,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1998,21,430,"Other",38,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,1999,15,445,"Other",39,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,2000,30,475,"Other",40,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,2001,19,494,"Other",41,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,2002,23,517,"Other",42,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,2003,20,537,"Other",43,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,2004,22,559,"Other",44,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,2005,23,582,"Other",45,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,2006,19,601,"Other",46,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,2007,21,622,"Other",47,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,2008,22,644,"Other",48,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,2009,27,671,"Other",49,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,2010,21,692,"Other",50,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,2011,28,720,"Other",51,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,2012,33,753,"Other",52,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,2013,28,781,"Other",53,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,2014,27,808,"Other",54,"1960s"
"The Functional Approach to the Study of Attitudes","Katz",1960,"Public Opinion Quarterly","POQ",827,2015,19,827,"Other",55,"1960s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,1983,0,0,"Other",0,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,1984,2,2,"Other",0,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,1985,4,6,"Other",1,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,1986,4,10,"Other",2,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,1987,3,13,"Other",3,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,1988,4,17,"Other",4,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,1989,10,27,"Other",5,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,1990,14,41,"Other",6,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,1991,13,54,"Other",7,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,1992,13,67,"Other",8,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,1993,14,81,"Other",9,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,1994,18,99,"Other",10,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,1995,7,106,"Other",11,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,1996,13,119,"Other",12,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,1997,11,130,"Other",13,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,1998,11,141,"Other",14,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,1999,18,159,"Other",15,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,2000,22,181,"Other",16,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,2001,24,205,"Other",17,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,2002,28,233,"Other",18,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,2003,25,258,"Other",19,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,2004,21,279,"Other",20,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,2005,27,306,"Other",21,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,2006,33,339,"Other",22,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,2007,37,376,"Other",23,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,2008,33,409,"Other",24,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,2009,40,449,"Other",25,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,2010,47,496,"Other",26,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,2011,34,530,"Other",27,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,2012,34,564,"Other",28,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,2013,58,622,"Other",29,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,2014,52,674,"Other",30,"1980s"
"Congressional Oversight Overlooked","McCubbins and Schwartz",1984,"American Journal of Political Science","AJPS",710,2015,36,710,"Other",31,"1980s"
"Making the most of Statistical Analysis","King et al.",2000,"American Journal of Political Science","AJPS",737,1999,0,0,"Methods",0,"2000s"
"Making the most of Statistical Analysis","King et al.",2000,"American Journal of Political Science","AJPS",737,2000,2,2,"Methods",0,"2000s"
"Making the most of Statistical Analysis","King et al.",2000,"American Journal of Political Science","AJPS",737,2001,9,11,"Methods",1,"2000s"
"Making the most of Statistical Analysis","King et al.",2000,"American Journal of Political Science","AJPS",737,2002,9,20,"Methods",2,"2000s"
"Making the most of Statistical Analysis","King et al.",2000,"American Journal of Political Science","AJPS",737,2003,27,47,"Methods",3,"2000s"
"Making the most of Statistical Analysis","King et al.",2000,"American Journal of Political Science","AJPS",737,2004,21,68,"Methods",4,"2000s"
"Making the most of Statistical Analysis","King et al.",2000,"American Journal of Political Science","AJPS",737,2005,37,105,"Methods",5,"2000s"
"Making the most of Statistical Analysis","King et al.",2000,"American Journal of Political Science","AJPS",737,2006,60,165,"Methods",6,"2000s"
"Making the most of Statistical Analysis","King et al.",2000,"American Journal of Political Science","AJPS",737,2007,46,211,"Methods",7,"2000s"
"Making the most of Statistical Analysis","King et al.",2000,"American Journal of Political Science","AJPS",737,2008,53,264,"Methods",8,"2000s"
"Making the most of Statistical Analysis","King et al.",2000,"American Journal of Political Science","AJPS",737,2009,59,323,"Methods",9,"2000s"
"Making the most of Statistical Analysis","King et al.",2000,"American Journal of Political Science","AJPS",737,2010,64,387,"Methods",10,"2000s"
"Making the most of Statistical Analysis","King et al.",2000,"American Journal of Political Science","AJPS",737,2011,68,455,"Methods",11,"2000s"
"Making the most of Statistical Analysis","King et al.",2000,"American Journal of Political Science","AJPS",737,2012,69,524,"Methods",12,"2000s"
"Making the most of Statistical Analysis","King et al.",2000,"American Journal of Political Science","AJPS",737,2013,80,604,"Methods",13,"2000s"
"Making the most of Statistical Analysis","King et al.",2000,"American Journal of Political Science","AJPS",737,2014,79,683,"Methods",14,"2000s"
"Making the most of Statistical Analysis","King et al.",2000,"American Journal of Political Science","AJPS",737,2015,54,737,"Methods",15,"2000s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1968,0,0,"Other",0,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1969,3,3,"Other",1,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1970,6,9,"Other",2,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1971,2,11,"Other",3,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1972,4,15,"Other",4,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1973,2,17,"Other",5,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1974,4,21,"Other",6,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1975,18,39,"Other",7,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1976,14,53,"Other",8,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1977,4,57,"Other",9,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1978,4,61,"Other",10,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1979,6,67,"Other",11,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1980,9,76,"Other",12,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1981,4,80,"Other",13,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1982,12,92,"Other",14,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1983,7,99,"Other",15,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1984,12,111,"Other",16,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1985,4,115,"Other",17,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1986,6,121,"Other",18,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1987,9,130,"Other",19,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1988,7,137,"Other",20,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1989,9,146,"Other",21,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1990,4,150,"Other",22,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1991,13,163,"Other",23,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1992,8,171,"Other",24,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1993,18,189,"Other",25,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1994,8,197,"Other",26,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1995,12,209,"Other",27,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1996,9,218,"Other",28,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1997,9,227,"Other",29,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1998,9,236,"Other",30,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,1999,12,248,"Other",31,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,2000,18,266,"Other",32,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,2001,10,276,"Other",33,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,2002,15,291,"Other",34,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,2003,16,307,"Other",35,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,2004,27,334,"Other",36,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,2005,20,354,"Other",37,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,2006,26,380,"Other",38,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,2007,30,410,"Other",39,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,2008,24,434,"Other",40,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,2009,35,469,"Other",41,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,2010,33,502,"Other",42,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,2011,44,546,"Other",43,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,2012,31,577,"Other",44,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,2013,39,616,"Other",45,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,2014,36,652,"Other",46,"1960s"
"Theory of Calculus of Voting","Riker and Ordeshook",1968,"American Political Science Review","APSR",694,2015,42,694,"Other",47,"1960s"
